boro,block,lot,bin,address_string
4,00084,0001,4000700,24-10 JACKSON AVENUE::45-15 PEARSON STREET
4,00084,0004,4000701,24-20 (JACKSON AVENUE)
4,00084,0007,4436628,"4,45-02 - 45-08 COURT SQUARE::24-24 - 24-28 JACKSON AVENUE::ANABLE STREET"
4,00084,0011,4439047,45-17 - 45-25 (PEARSON STREET)
4,00084,0011,4439048,45-27 - 45-35 (PEARSON STREET)
4,00084,0011,4441059,45-18 - 45-22 (COURT SQUARE)
4,00084,0023,4000702,45-45 - 45-65 (PEARSON STREET)
4,00084,0044,4000703,45-34 (COURT SQUARE)
4,00084,0046,4000704,45-30 (COURT SQUARE)
4,00084,0052,4000705,45-10 (COURT SQUARE)
4,00085,0001,4000706,45-05 DAVIS STREET::23-02 JACKSON AVENUE
4,00085,0002,4000707,23-04 (JACKSON AVENUE)
4,00085,0003,4436629,45-07 - 45-09 DAVIS STREET::23-08 - 23-10 JACKSON AVENUE
4,00085,0005,4000708,23-12 - 23-20 JACKSON AVENUE::45-02 - 45-08 PEARSON STREET
4,00085,0011,4000709,45-11 - 45-13 (DAVIS STREET)
4,00085,0013,4000710,45-17 (DAVIS STREET)
4,00085,0016,4311871,(DAVIS STREET)
4,00085,0017,4000711,45-31 (DAVIS STREET)
4,00085,0021,4000712,45-33 (DAVIS STREET)
4,00085,0022,4438537,45-35 (DAVIS STREET)
4,00085,0022,4574375,45-35 GARAGE (DAVIS STREET)
4,00085,0024,4000713,45-39 (DAVIS STREET)
4,00085,0024,4436630,45-39 REAR (DAVIS STREET)
4,00085,0030,4000715,45-57 - 45-69 (DAVIS STREET)
4,00085,0041,4000717,45-46 - 45-64 (PEARSON STREET)
4,00085,0047,4000718,45-42 (PEARSON STREET)
4,00085,0048,4000719,45-40 (PEARSON STREET)
4,00085,0049,4000720,45-38 (PEARSON STREET)
4,00085,0050,4000721,45-34 (PEARSON STREET)
4,00085,0051,4000722,45-30 (PEARSON STREET)
4,00085,0052,4000723,45-24 (PEARSON STREET)
4,00085,0053,4000724,45-22 (PEARSON STREET)
4,00085,0054,4000725,45-20 (PEARSON STREET)
4,00085,0055,4000726,45-18 (PEARSON STREET)
4,00085,0056,4000727,45-16 (PEARSON STREET)
4,00085,0057,4000728,45-14 (PEARSON STREET)
4,00085,0058,4000729,45-12 (PEARSON STREET)
4,00085,0059,4000730,45-10 (PEARSON STREET)
4,00085,0102,4000731,23-06 (JACKSON AVENUE)
4,00085,0149,4000732,45-36 (PEARSON STREET)
4,00085,0151,4000733,45-26 (PEARSON STREET)
4,00086,0001,4596913,46-01 - 46-37 CRANE STREET::45-10 - 45-48 DAVIS STREET::22-34 - 22-44 JACKSON AVENUE
4,00096,0001,4436632,26-35 47 AVENUE::SKILLMAN AVENUE
4,00096,0006,4436634,46-20 - 46-22 27 STREET::26-45 47 AVENUE
4,00096,0008,4436633,26-16 (SKILLMAN AVENUE)
4,00096,0010,4000738,46-06 27 STREET::26-32 SKILLMAN AVENUE
4,00097,0003,4000739,47-24 (27 STREET)
4,00097,0004,4000740,47-11 - 47-51 AUSTELL PLACE::27 STREET
4,00098,0009,4436635,(AUSTELL PLACE)
4,00098,0009,4436636,(AUSTELL PLACE)
4,00098,0009,4436637,(AUSTELL PLACE)
4,00098,0009,4436638,47-08 AUSTELL PLACE::47-07 PEARSON PLACE
4,00098,0011,4436641,(PEARSON PLACE)
4,00098,0011,4436642,47-15 (PEARSON PLACE)
4,00098,0022,4000741,47-59 - 47-61 PEARSON PLACE::27 STREET
4,00098,0030,4436643,47-52 27 STREET::47-32 AUSTELL PLACE
4,00098,0042,4000742,"47-10,47-12 - 47-16 (AUSTELL PLACE)"
4,00099,0010,4000743,47-01 DAVIS COURT::47-22 PEARSON PLACE
4,00099,0030,4430170,47-82 27 STREET::47-62 PEARSON PLACE
4,00099,0030,4442420,47-88 27 STREET::25-61 49 AVENUE::47-45 - 47-63 DAVIS COURT
4,00100,0001,4000744,24-30 SKILLMAN AVENUE::49 AVENUE
4,00100,0009,4000745,25-20 (SKILLMAN AVENUE)
4,00100,0012,4000746,25-11 - 25-35 49 AVENUE::47-40 - 47-42 DAVIS COURT
4,00104,0001,4000749,50-23 23 STREET::23-27 51 AVENUE
4,00104,0015,4000750,23-30 (51 AVENUE)
4,00104,0017,4000751,50-20 25 STREET::23-57 51 AVENUE::QUEENS MIDTOWN EXPRESSWAY
4,00105,0001,4000752,51-01 - 51-19 23 STREET::23-02 51 AVENUE::23-01 - 23-15 BORDEN AVENUE
4,00105,0012,4000753,23-22 51 AVENUE::23-23 BORDEN AVENUE
4,00105,0015,4605196,23-27 (BORDEN AVENUE)
4,00105,0018,4000754,23-40 - 23-46 51 AVENUE::23-37 - 23-47 BORDEN AVENUE
4,00105,0022,4000755,23-48 - 23-56 51 AVENUE::23-49 - 23-57 BORDEN AVENUE
4,00105,0027,4000756,51-02 - 51-18 25 STREET::23-58 51 AVENUE::23-59 - 23-61 BORDEN AVENUE
4,00109,0001,4000757,25-01 - 25-03 BORDEN AVENUE::25 STREET::51 AVENUE
4,00109,0007,4000758,25-19 BORDEN AVENUE::51 AVENUE
4,00109,0010,4000759,25-25 (BORDEN AVENUE)::BORDEN AVENUE
4,00109,0010,4000760,(51 AVENUE)
4,00109,0015,4436644,25-39 - 25-41 (BORDEN AVENUE)
4,00109,0015,4436645,25-41 REAR (BORDEN AVENUE)
4,00109,0015,4436646,25-40 (51 AVENUE)
4,00109,0018,4000761,51-12 - 51-16 27 STREET::25-42 - 25-60 51 AVENUE::25-45 - 25-61 BORDEN AVENUE
4,00109,0026,4000762,51-02 - 51-10 27 STREET::51 AVENUE
4,00110,0006,4458027,25-21 - 25-25 (51 AVENUE)
4,00110,0006,4518752,(51 AVENUE)
4,00110,0015,4000764,25-37 (51 AVENUE)
4,00110,0019,4000765,50-14 (27 STREET)
4,00110,0022,4000766,50-02 - 50-10 27 STREET::25-40 - 25-60 50 AVENUE
4,00110,0038,4000767,"25-14 - 25-16,25-20 - 25-34 (50 AVENUE)"
4,00111,0011,4000768,49-02 - 49-20 27 STREET::49 AVENUE
4,00112,0001,4000769,51-01 - 51-17 27 STREET::51 STREET
4,00113,0001,4436647,49-13 (27 STREET)
4,00113,0001,4436648,50-01 - 50-09 (27 STREET)
4,00113,0001,4436649,49-15 REAR (27 STREET)
4,00113,0001,4436650,49-15 (27 STREET)
4,00113,0001,4616540,(27 STREET)
4,00113,0001,4616541,(27 STREET)
4,00113,0035,4000770,49-01 27 STREET::27-02 - 27-30 49 AVENUE
4,00115,0001,4000771,47-93 27 STREET::27-01 - 27-11 49 AVENUE
4,00115,0036,4000772,47-55 - 47-59 (27 STREET)
4,00115,0048,4000773,47-25 (27 STREET)
4,00115,0056,4436651,47-01 - 47-07 (27 STREET)
4,00115,0056,4436652,49-19 (27 STREET)
4,00115,0056,4436653,(27 STREET)
4,00115,0056,4436654,(27 STREET)
4,00115,0056,4436655,47-17 (27 STREET)
4,00115,0163,4000774,47-08 (30 STREET)
4,00115,0171,4000775,47-20 (30 STREET)
4,00115,0181,4000776,"47-46,47-46A,47-46B (30 STREET)"
4,00115,0187,4436656,"47-50,48-20 (30 STREET)"
4,00115,0221,4000777,29-03 (HUNTERS POINT AVENUE)
4,00115,0231,4000778,48-02 (29 STREET)
4,00115,0239,4000779,47-60 (29 STREET)
4,00115,0249,4467706,47-30 (29 STREET)
4,00116,0001,4000780,52-01 39 AVENUE::52 STREET
4,00116,0001,4518753,52-01 GARAGE (39 AVENUE)
4,00116,0007,4000781,38-27 (52 STREET)
4,00116,0008,4000782,38-25 (52 STREET)
4,00116,0009,4000783,38-23 (52 STREET)
4,00116,0010,4000784,38-21 (52 STREET)
4,00116,0011,4000785,38-19 (52 STREET)
4,00116,0012,4000786,38-17 (52 STREET)
4,00116,0013,4000787,38-15 (52 STREET)
4,00116,0014,4000788,38-13 (52 STREET)
4,00116,0015,4000789,38-11 (52 STREET)
4,00116,0016,4000790,38-09 (52 STREET)
4,00116,0017,4000791,38-07 (52 STREET)
4,00116,0018,4000792,38-05 (52 STREET)
4,00116,0019,4000793,38-03 (52 STREET)
4,00116,0020,4000794,38-01 52 STREET::BARNETT AVENUE
4,00116,0020,4550143,(BARNETT AVENUE)
4,00116,0020,4550144,38-01 GARAGE (52 STREET)
4,00116,0021,4000795,52-10 - 52-46 BARNETT AVENUE::38-30 WOODSIDE AVENUE
4,00116,0051,4000796,52-45 39 AVENUE::53 STREET
4,00116,0052,4000797,52-43 (39 AVENUE)
4,00116,0053,4000798,52-41 (39 AVENUE)
4,00116,0054,4000799,52-39 (39 AVENUE)
4,00116,0055,4000800,52-37 (39 AVENUE)
4,00116,0056,4000801,52-35 (39 AVENUE)
4,00116,0057,4000802,52-33 (39 AVENUE)
4,00116,0058,4000803,52-31 (39 AVENUE)
4,00116,0059,4000804,52-29 (39 AVENUE)
4,00116,0060,4000805,52-27 (39 AVENUE)
4,00116,0061,4000806,52-25 (39 AVENUE)
4,00116,0062,4000807,52-23 (39 AVENUE)
4,00116,0063,4000808,52-21 (39 AVENUE)
4,00116,0064,4000809,52-19 (39 AVENUE)
4,00116,0065,4000810,52-17 (39 AVENUE)
4,00116,0066,4000811,52-15 (39 AVENUE)
4,00116,0067,4000812,52-09 (39 AVENUE)
4,00116,0068,4000813,52-07 (39 AVENUE)
4,00116,0069,4000814,52-05 (39 AVENUE)
4,00116,0070,4000815,52-03 (39 AVENUE)
4,00117,0001,4430576,38-19 (50 STREET)
4,00117,0001,4430577,38-20 (52 STREET)
4,00117,0001,4430578,50-02 - 51-20 (BARNETT AVENUE)
4,00117,0001,4430613,50-01 - 51-19 (39 AVENUE)
4,00117,0001,4445466,(BARNETT AVENUE)
4,00119,0004,4608018,37-19 - 37-29 (48 STREET)
4,00119,0085,4000816,37-20 (WOODSIDE AVENUE)
4,00119,0115,4000817,52-31 - 52-45 BARNETT AVENUE::38-18 - 38-24 WOODSIDE AVENUE
4,00119,0126,4000818,52-25 (BARNETT AVENUE)
4,00119,0134,4000819,52-05 - 52-11 (BARNETT AVENUE)
4,00119,0140,4000820,50-45 (BARNETT AVENUE)
4,00119,0143,4430171,50-25 (BARNETT AVENUE)
4,00119,0150,4000821,49-39 (BARNETT AVENUE)
4,00119,0158,4550151,37-31 48 STREET::48-29 BARNETT AVENUE
4,00120,0001,4539366,(48 STREET)
4,00120,0012,4000822,34-01 - 34-65 48 STREET::48-18 NORTHERN BOULEVARD
4,00120,0028,4000823,50-30 (NORTHERN BOULEVARD)
4,00120,0050,4000825,50-02 - 50-20 NORTHERN BOULEVARD::48 STREET
4,00120,0075,4538606,33-24 (WOODSIDE AVENUE)
4,00120,0084,4000827,50-92 NORTHERN BOULEVARD::53 STREET
4,00120,0099,4000828,33-10 - 33-16 (WOODSIDE AVENUE)
4,00123,0012,4531759,38-01 - 38-11 48 STREET::38-00 - 38-40 50 STREET::48-00 - 49-20 BARNETT AVENUE
4,00123,0012,4533204,38-11 REAR (48 STREET)
4,00123,0035,4000829,49-17 39 AVENUE::50 STREET
4,00123,0036,4000830,49-15 (39 AVENUE)
4,00123,0037,4000831,49-13 (39 AVENUE)
4,00123,0038,4000832,49-11 (39 AVENUE)
4,00123,0039,4000833,49-09 (39 AVENUE)
4,00123,0040,4000834,49-07 (39 AVENUE)
4,00123,0041,4000835,49-05 (39 AVENUE)
4,00123,0042,4000836,49-03 (39 AVENUE)
4,00123,0043,4000837,49-01A (39 AVENUE)
4,00123,0050,4000838,48-15 (39 AVENUE)
4,00123,0051,4000839,48-13 (39 AVENUE)
4,00123,0052,4000840,48-11 (39 AVENUE)
4,00123,0053,4000841,48-09 (39 AVENUE)
4,00123,0054,4000842,48-07 (39 AVENUE)
4,00123,0055,4000843,48-05 (39 AVENUE)
4,00123,0056,4000844,48-03 (39 AVENUE)
4,00123,0057,4000845,48-01 39 AVENUE::48 STREET
4,00123,0058,4533203,38-15 (48 STREET)
4,00125,0010,4000846,38-04 - 38-10 48 STREET::47-02 - 47-20 BARNETT AVENUE
4,00125,0017,4000847,47-19 39 AVENUE::38-12 48 STREET
4,00125,0019,4000848,47-17 (39 AVENUE)
4,00125,0020,4000849,47-15 (39 AVENUE)
4,00125,0021,4000850,47-13 (39 AVENUE)
4,00125,0022,4000851,47-11 (39 AVENUE)
4,00125,0023,4000852,47-09 (39 AVENUE)
4,00125,0024,4000853,47-07 (39 AVENUE)
4,00125,0025,4000854,47-05 (39 AVENUE)
4,00125,0026,4000855,47-03 (39 AVENUE)
4,00125,0027,4000856,47-01 (39 AVENUE)
4,00125,0028,4000857,45-09 - 46-01 39 AVENUE::46-28 BARNETT AVENUE
4,00128,0001,4000858,39-77 (51 STREET)
4,00128,0005,4000859,39-71 (51 STREET)
4,00128,0006,4000860,39-69 (51 STREET)
4,00128,0007,4430614,39-20 (52 STREET)
4,00128,0007,4430615,39-30 (52 STREET)
4,00128,0007,4430616,39-40 (52 STREET)
4,00128,0007,4430617,39-50 (52 STREET)
4,00128,0007,4430618,39-60 (52 STREET)
4,00128,0007,4430619,39-25 (51 STREET)
4,00128,0007,4430620,39-35 (51 STREET)
4,00128,0007,4430621,39-45 (51 STREET)
4,00128,0007,4430622,39-55 (51 STREET)
4,00128,0007,4430623,39-65 (51 STREET)
4,00128,0007,4430624,(52 STREET)
4,00128,0007,4430625,(52 STREET)
4,00128,0007,4430626,(51 STREET)
4,00128,0007,4430627,(51 STREET)
4,00128,0007,4430628,(51 STREET)
4,00128,0007,4430629,(51 STREET)
4,00128,0007,4430630,(51 STREET)
4,00128,0027,4000861,39-17 (51 STREET)
4,00128,0028,4000862,39-15 (51 STREET)
4,00128,0029,4000863,39-11 (51 STREET)
4,00128,0030,4000864,51-02 39 AVENUE::51 STREET
4,00128,0030,4518756,51-02 GARAGE (39 AVENUE)
4,00128,0031,4000865,51-04 (39 AVENUE)
4,00128,0031,4518757,(39 AVENUE)
4,00128,0032,4000866,51-06 (39 AVENUE)
4,00128,0032,4467832,51-06 GARAGE (39 AVENUE)
4,00128,0033,4000867,51-08 (39 AVENUE)
4,00128,0033,4467833,51-08 GARAGE (39 AVENUE)
4,00128,0034,4000868,51-12 (39 AVENUE)
4,00128,0034,4467834,51-12 GARAGE (39 AVENUE)
4,00128,0035,4000869,51-14 (39 AVENUE)
4,00128,0035,4467835,51-14 GARAGE (39 AVENUE)
4,00128,0036,4000870,51-16 (39 AVENUE)
4,00128,0036,4467836,51-16 GARAGE (39 AVENUE)
4,00128,0037,4000871,51-20 (39 AVENUE)
4,00128,0037,4467837,51-20 GARAGE (39 AVENUE)
4,00128,0038,4000872,51-22 (39 AVENUE)
4,00128,0038,4467838,51-22 GARAGE (39 AVENUE)
4,00128,0039,4000873,51-24 - 51-26 39 AVENUE::52 STREET
4,00128,0040,4538614,39-06 GARAGE (52 STREET)
4,00128,0060,4000874,39-64 (52 STREET)
4,00128,0061,4000875,39-66 (52 STREET)
4,00128,0062,4000876,39-68 (52 STREET)
4,00128,0063,4000877,39-70 (52 STREET)
4,00128,0064,4000878,39-72 (52 STREET)
4,00128,0065,4000879,39-76 (52 STREET)
4,00128,0066,4000880,39-78 (52 STREET)
4,00128,0067,4000881,39-80 (52 STREET)
4,00128,0068,4000882,39-82 (52 STREET)
4,00128,0069,4000883,39-88 - 39-90 52 STREET::51-19 SKILLMAN AVENUE
4,00128,0070,4000884,51-17 (SKILLMAN AVENUE)
4,00128,0071,4000885,51-15 (SKILLMAN AVENUE)
4,00128,0072,4000886,51-11 (SKILLMAN AVENUE)
4,00128,0073,4000887,"39-89 51 STREET::51-01 - 51-09,51-09A SKILLMAN AVENUE"
4,00128,0133,4000888,51-10 (39 AVENUE)
4,00128,0133,4467839,51-10 GARAGE (39 AVENUE)
4,00128,0136,4000889,51-18 (39 AVENUE)
4,00128,0136,4467840,51-18 GARAGE (39 AVENUE)
4,00128,0171,4000890,51-13 (SKILLMAN AVENUE)
4,00129,0001,4000891,39-83 (50 STREET)
4,00129,0002,4000892,39-81 (50 STREET)
4,00129,0003,4000893,39-79 (50 STREET)
4,00129,0004,4000894,39-77 (50 STREET)
4,00129,0005,4000895,39-75 (50 STREET)
4,00129,0006,4000896,39-71 (50 STREET)
4,00129,0007,4000897,39-69 (50 STREET)
4,00129,0008,4000898,39-67 (50 STREET)
4,00129,0009,4000899,39-65 (50 STREET)
4,00129,0010,4000900,39-63 (50 STREET)
4,00129,0011,4000901,39-59 (50 STREET)
4,00129,0012,4000902,39-57 (50 STREET)
4,00129,0013,4000903,39-55 (50 STREET)
4,00129,0014,4000904,39-51 (50 STREET)
4,00129,0015,4000905,39-49 (50 STREET)
4,00129,0016,4000906,39-47 (50 STREET)
4,00129,0017,4000907,39-45 (50 STREET)
4,00129,0018,4000908,39-43 (50 STREET)
4,00129,0019,4000909,39-39 (50 STREET)
4,00129,0020,4000910,39-37 (50 STREET)
4,00129,0021,4000911,39-35 (50 STREET)
4,00129,0022,4000912,39-31 (50 STREET)
4,00129,0023,4000913,39-29 (50 STREET)
4,00129,0024,4000914,39-27 (50 STREET)
4,00129,0025,4000915,39-23 (50 STREET)
4,00129,0026,4000916,39-21 (50 STREET)
4,00129,0027,4000917,39-19 (50 STREET)
4,00129,0028,4000918,39-17 (50 STREET)
4,00129,0029,4000919,39-13 (50 STREET)
4,00129,0030,4462109,"50-02 - 50-10 39 AVENUE::39-01 - 39-07,39-09 50 STREET"
4,00129,0030,4550183,(50 STREET)
4,00129,0034,4000920,50-12 (39 AVENUE)
4,00129,0035,4000921,50-14 (39 AVENUE)
4,00129,0036,4000922,50-18 (39 AVENUE)
4,00129,0037,4000923,50-22 39 AVENUE::39-02 - 39-10 51 STREET
4,00129,0038,4000924,39-14 (51 STREET)
4,00129,0039,4000925,39-16 (51 STREET)
4,00129,0040,4000926,39-20 (51 STREET)
4,00129,0041,4000927,39-22 (51 STREET)
4,00129,0042,4000928,39-24 (51 STREET)
4,00129,0043,4000929,39-26 (51 STREET)
4,00129,0044,4000930,39-28 (51 STREET)
4,00129,0045,4000931,39-30 (51 STREET)
4,00129,0046,4000932,39-34 (51 STREET)
4,00129,0047,4000933,39-36 (51 STREET)
4,00129,0048,4000934,39-40 (51 STREET)
4,00129,0049,4000935,39-42 (51 STREET)
4,00129,0050,4000936,39-46 (51 STREET)
4,00129,0055,4430579,39-56 REAR (51 STREET)
4,00129,0055,4430631,39-56 (51 STREET)
4,00129,0056,4000937,39-58 (51 STREET)
4,00129,0056,4467841,39-58 GARAGE (51 STREET)
4,00129,0057,4000938,39-60 (51 STREET)
4,00129,0057,4467842,39-60 GARAGE (51 STREET)
4,00129,0058,4000939,39-62 (51 STREET)
4,00129,0059,4000940,39-64 (51 STREET)
4,00129,0060,4000941,39-68 (51 STREET)
4,00129,0061,4000942,39-70 (51 STREET)
4,00129,0062,4000943,39-72 (51 STREET)
4,00129,0063,4000944,39-74 (51 STREET)
4,00129,0064,4458613,39-76 (51 STREET)
4,00129,0065,4000945,39-78 (51 STREET)
4,00129,0066,4000946,39-80 (51 STREET)
4,00129,0067,4000947,50-17 - 50-21 SKILLMAN AVENUE::51 STREET
4,00129,0067,4518759,50-21 GARAGE SKILLMAN AVENUE::51 STREET
4,00129,0069,4000948,50-15 (SKILLMAN AVENUE)
4,00129,0070,4000949,39-85 - 39-93 50 STREET::50-01 - 50-11 SKILLMAN AVENUE
4,00129,0105,4000950,39-73 (50 STREET)
4,00129,0110,4000951,39-61 (50 STREET)
4,00129,0113,4000952,39-53 (50 STREET)
4,00129,0118,4000953,39-41 (50 STREET)
4,00129,0121,4000954,39-33 (50 STREET)
4,00129,0124,4000955,39-25 (50 STREET)
4,00129,0128,4000956,39-15 (50 STREET)
4,00129,0129,4000957,39-11 (50 STREET)
4,00129,0135,4000958,50-16 (39 AVENUE)
4,00129,0136,4000959,50-20 (39 AVENUE)
4,00129,0137,4000960,39-12 (51 STREET)
4,00129,0139,4000961,39-18 (51 STREET)
4,00129,0145,4000962,39-32 (51 STREET)
4,00129,0147,4000963,39-38 (51 STREET)
4,00129,0149,4000964,39-44 (51 STREET)
4,00129,0151,4000965,39-48 (51 STREET)
4,00129,0152,4000966,39-50 (51 STREET)
4,00129,0153,4000967,39-52 (51 STREET)
4,00129,0154,4000968,39-54 (51 STREET)
4,00131,0004,4000969,50-01 - 50-05 43 AVENUE::41-43 - 41-99 50 STREET::51 STREET
4,00131,0005,4000970,41-41 (50 STREET)
4,00131,0006,4000971,41-37 (50 STREET)
4,00131,0007,4000972,41-35 (50 STREET)
4,00131,0008,4000973,41-33 (50 STREET)
4,00131,0009,4000974,41-29 50 STREET::41-28 - 41-30 51 STREET
4,00131,0011,4000975,41-25 (50 STREET)
4,00131,0013,4000976,41-15 (50 STREET)
4,00131,0017,4000977,41-01 - 41-09 50 STREET::41-02 - 41-10 51 STREET::50-02 - 50-24 SKILLMAN AVENUE
4,00131,0025,4000978,41-16 (51 STREET)
4,00131,0031,4000979,41-24 - 41-26 (51 STREET)
4,00131,0036,4000980,41-36 (51 STREET)
4,00131,0105,4000981,41-39 (50 STREET)
4,00132,0001,4000982,39-83 (49 STREET)
4,00132,0002,4000983,39-81 (49 STREET)
4,00132,0002,4599134,39-81 REAR (49 STREET)
4,00132,0003,4000984,39-79 (49 STREET)
4,00132,0003,4599133,39-79 REAR (49 STREET)
4,00132,0004,4000985,39-77 (49 STREET)
4,00132,0004,4599132,39-77 REAR (49 STREET)
4,00132,0005,4000986,39-73 (49 STREET)
4,00132,0005,4599131,39-73 REAR (49 STREET)
4,00132,0006,4000987,39-71 (49 STREET)
4,00132,0006,4599130,39-71 REAR (49 STREET)
4,00132,0007,4000988,39-67 (49 STREET)
4,00132,0008,4000989,39-65 (49 STREET)
4,00132,0009,4000990,39-63 (49 STREET)
4,00132,0010,4000991,39-61 (49 STREET)
4,00132,0011,4000992,39-57 (49 STREET)
4,00132,0012,4000993,39-55 (49 STREET)
4,00132,0013,4000994,39-53 (49 STREET)
4,00132,0014,4000995,39-49 (49 STREET)
4,00132,0015,4000996,39-47 (49 STREET)
4,00132,0016,4000997,39-45A (49 STREET)
4,00132,0017,4000998,39-45 (49 STREET)
4,00132,0018,4000999,39-43 (49 STREET)
4,00132,0019,4001000,39-41 (49 STREET)
4,00132,0020,4001001,39-37 (49 STREET)
4,00132,0021,4001002,39-35 (49 STREET)
4,00132,0022,4001003,39-33 (49 STREET)
4,00132,0023,4001004,39-31 (49 STREET)
4,00132,0024,4001005,39-29 (49 STREET)
4,00132,0025,4001006,39-27 (49 STREET)
4,00132,0026,4001007,39-25 (49 STREET)
4,00132,0027,4001008,39-21 (49 STREET)
4,00132,0028,4001009,39-19 (49 STREET)
4,00132,0029,4001010,39-15 (49 STREET)
4,00132,0030,4001011,39-11 (49 STREET)
4,00132,0031,4001012,49-04 (39 AVENUE)
4,00132,0032,4001013,49-06 (39 AVENUE)
4,00132,0033,4001014,49-10 (39 AVENUE)
4,00132,0034,4001015,49-12 (39 AVENUE)
4,00132,0035,4001016,49-14 (39 AVENUE)
4,00132,0036,4001017,49-18 (39 AVENUE)
4,00132,0037,4001018,39-10 (50 STREET)
4,00132,0038,4001019,39-14 (50 STREET)
4,00132,0039,4001020,39-16 (50 STREET)
4,00132,0040,4001021,39-20 (50 STREET)
4,00132,0041,4001022,39-22 (50 STREET)
4,00132,0042,4001023,39-24 (50 STREET)
4,00132,0043,4001024,39-26 (50 STREET)
4,00132,0044,4001025,39-28 (50 STREET)
4,00132,0045,4001026,39-32 (50 STREET)
4,00132,0046,4001027,39-34 (50 STREET)
4,00132,0047,4001028,39-36 (50 STREET)
4,00132,0048,4001029,39-40 (50 STREET)
4,00132,0049,4001030,39-42 (50 STREET)
4,00132,0050,4001031,39-44 (50 STREET)
4,00132,0051,4001032,39-46 (50 STREET)
4,00132,0052,4001033,39-48 (50 STREET)
4,00132,0053,4001034,39-50 (50 STREET)
4,00132,0054,4001035,39-52 (50 STREET)
4,00132,0055,4001036,39-56 (50 STREET)
4,00132,0056,4001037,39-58 (50 STREET)
4,00132,0057,4001038,39-60 (50 STREET)
4,00132,0058,4001039,39-64 (50 STREET)
4,00132,0059,4001040,39-66 (50 STREET)
4,00132,0060,4001041,39-68 (50 STREET)
4,00132,0061,4001042,39-70 (50 STREET)
4,00132,0062,4001043,39-74 (50 STREET)
4,00132,0063,4001044,39-76 (50 STREET)
4,00132,0064,4001045,39-78 (50 STREET)
4,00132,0065,4001046,39-82 (50 STREET)
4,00132,0066,4001047,39-84 (50 STREET)
4,00132,0067,4001048,39-85 - 39-99 49 STREET::39-86 - 39-90 50 STREET::49-01 - 49-39 SKILLMAN AVENUE
4,00132,0110,4001049,39-59 (49 STREET)
4,00132,0113,4001050,39-51 (49 STREET)
4,00132,0119,4001051,39-39 (49 STREET)
4,00132,0126,4001052,39-23 (49 STREET)
4,00132,0128,4001053,39-17 (49 STREET)
4,00132,0130,4001054,49-02 39 AVENUE::39-01 49 STREET
4,00132,0131,4001055,39-09 (49 STREET)
4,00132,0132,4001056,49-08 (39 AVENUE)
4,00132,0135,4001057,49-16 (39 AVENUE)
4,00132,0136,4001058,49-20 39 AVENUE::39-02 50 STREET
4,00132,0137,4001059,39-12 (50 STREET)
4,00132,0139,4001060,39-18 (50 STREET)
4,00132,0144,4001061,39-30 (50 STREET)
4,00132,0147,4001062,39-38 (50 STREET)
4,00132,0154,4001063,39-54 (50 STREET)
4,00132,0157,4001064,39-62 (50 STREET)
4,00132,0161,4001065,39-72 (50 STREET)
4,00132,0164,4001066,39-80 (50 STREET)
4,00133,0001,4001067,40-39 (48 STREET)
4,00133,0005,4001068,40-31 (48 STREET)
4,00133,0009,4001069,40-29 (48 STREET)
4,00133,0010,4001070,40-27 (48 STREET)
4,00133,0011,4001071,40-25 (48 STREET)
4,00133,0012,4001072,40-01 (48 STREET)
4,00133,0013,4001073,40-03 (48 STREET)
4,00133,0014,4001074,40-05 (48 STREET)
4,00133,0015,4001075,40-07 (48 STREET)
4,00133,0016,4001076,39-99 (48 STREET)
4,00133,0017,4001077,39-97 (48 STREET)
4,00133,0018,4001078,39-95 (48 STREET)
4,00133,0019,4001079,39-67 (48 STREET)
4,00133,0020,4001080,39-69 (48 STREET)
4,00133,0021,4001081,39-71 (48 STREET)
4,00133,0022,4001082,39-61 (48 STREET)
4,00133,0023,4001083,39-59 (48 STREET)
4,00133,0024,4001084,39-57 (48 STREET)
4,00133,0025,4001085,39-31 (48 STREET)
4,00133,0026,4001086,39-33 (48 STREET)
4,00133,0027,4001087,39-35 (48 STREET)
4,00133,0028,4001088,39-37 (48 STREET)
4,00133,0029,4001089,39-25 (48 STREET)
4,00133,0030,4001090,39-23 (48 STREET)
4,00133,0031,4001091,39-21 (48 STREET)
4,00133,0032,4001092,39-17 (48 STREET)
4,00133,0033,4001093,39-15 (48 STREET)
4,00133,0034,4001094,39-13 (48 STREET)
4,00133,0035,4001095,39-11 (48 STREET)
4,00133,0036,4001096,48-02 39 AVENUE::39-01 - 39-03 48 STREET
4,00133,0037,4001097,48-06 (39 AVENUE)
4,00133,0038,4001098,48-08 (39 AVENUE)
4,00133,0039,4001099,48-10 (39 AVENUE)
4,00133,0040,4001100,48-12 (39 AVENUE)
4,00133,0041,4001101,48-14 (39 AVENUE)
4,00133,0042,4001102,48-18 39 AVENUE::39-02 - 39-04 49 STREET
4,00133,0043,4001103,39-12 (49 STREET)
4,00133,0044,4001104,39-14 (49 STREET)
4,00133,0045,4001105,39-16 (49 STREET)
4,00133,0046,4001106,39-18 (49 STREET)
4,00133,0047,4001107,39-22 (49 STREET)
4,00133,0048,4001108,39-24 (49 STREET)
4,00133,0050,4001109,39-45 (48 STREET)
4,00133,0051,4001110,39-43 (48 STREET)
4,00133,0052,4001111,39-41 (48 STREET)
